Key,iteration,weightNO3,Hybrid2 (nM/day),f,Denit from NO3- (nM/day),cost,weightNO2,Feature,weightNH4,Station,Denit fromNO2- (nM/day),Nitrification (nM/day),Denit from NO2- (nM/day)
PS1SCM,9,0.8,0.0296999265259477,0.4977274635890123,0.1530437225606812,28.70750791146118,0.1,SCM,0.1,PS1,,8.743283159077012e-06,0.0014120020155669
PS1SCM,14,0.8,0.0242628940312164,0.4988828108525353,0.1479848906031209,28.370044029444983,0.1,SCM,0.1,PS1,,0.0001685609626283,0.0013175864734359
PS1SCM,15,0.8,0.0259004603846492,0.4986003027013653,0.1727189884826758,28.523719180752185,0.1,SCM,0.1,PS1,,0.0001828434299881,0.0013512430629085
PS1SCM,5,0.8,0.0271709230539198,0.4985692268158979,0.1408025651280331,28.491749950424825,0.1,SCM,0.1,PS1,,0.0001679329905634,0.0013444788995105
PS1SCM,2,0.8,0.026335926634161,0.4982411341769234,0.1278424426454444,28.540618792800824,0.1,SCM,0.1,PS1,,0.0001207916300535,0.0013189926715166
PS1SCM,25,0.8,0.0267441791390956,0.4987207243661008,0.2000560415162871,28.47977651240279,0.1,SCM,0.1,PS1,,4.93561458706416e-05,0.0013526375491099
PS1SCM,33,0.8,0.0240970433097383,0.4983540132528765,0.1846630124280597,28.278189282269626,0.1,SCM,0.1,PS1,,0.0002224327262026,0.0013123175292236
PS1SCM,26,0.8,0.0247478401702241,0.49906984896307,0.160522119737685,28.35076295198454,0.1,SCM,0.1,PS1,,0.0003238284210003,0.0013496334278958
PS1SCM,12,0.8,0.0283560612820461,0.4983276561130674,0.163363985749205,28.586399456493684,0.1,SCM,0.1,PS1,,0.000196043218148,0.0013665228395815
PS1SCM,21,0.8,0.0268441284677925,0.4980170775669179,0.1563383850557634,28.5210829803906,0.1,SCM,0.1,PS1,,7.122884892723517e-05,0.0013576708852219
PS1SCM,20,0.8,0.0256149136959972,0.4989890909759658,0.1390637646027544,28.433552088982147,0.1,SCM,0.1,PS1,,0.0003597619822725,0.0013744726123592
PS1SCM,30,0.8,0.0256855531684225,0.4990182784266196,0.1704313348531147,28.38828200654456,0.1,SCM,0.1,PS1,,0.0002337149626249,0.0013629768127462
PS1SCM,24,0.8,0.0248672424410781,0.4988239102198105,0.1672013268525104,28.43721784870077,0.1,SCM,0.1,PS1,,0.0002299442056535,0.0013443308780191
PS1SCM,31,0.8,0.0255795685352447,0.4986842811199993,0.1802802124481858,28.50252408676333,0.1,SCM,0.1,PS1,,0.0001871307096882,0.0013643636755891
PS1SCM,23,0.8,0.0269251076241101,0.498424019724754,0.1498396599365936,28.548593782604414,0.1,SCM,0.1,PS1,,0.0,0.0013288525183114
PS1SCM,22,0.8,0.0253440811726802,0.4986593341283535,0.1728198147501762,28.422049273803424,0.1,SCM,0.1,PS1,,0.0001934323650039,0.0013430096628932
PS1SCM,29,0.8,0.0252427435511762,0.4987279876990755,0.1619294123157977,28.42382914581538,0.1,SCM,0.1,PS1,,0.0001592098082467,0.0013400482806635
PS1SCM,34,0.8,0.0259787201573808,0.4986301071041494,0.1553345637315187,28.462326583187647,0.1,SCM,0.1,PS1,,0.0002190242363115,0.0013297716884617
PS1SCM,27,0.8,0.0262899651182617,0.4986524101621931,0.1583780705098348,28.432243548723783,0.1,SCM,0.1,PS1,,0.0001539266486628,0.0013108187816126
PS1SCM,36,0.8,0.0262473804603131,0.4983305131778889,0.1491165163369111,28.49054244846836,0.1,SCM,0.1,PS1,,0.0001598746563106,0.0013281621577163
PS1SCM,39,0.8,0.0260636453680066,0.4987349870930629,0.1242826956822845,28.43451550620201,0.1,SCM,0.1,PS1,,0.0001474951560096,0.0013346190890635
PS1SCM,37,0.8,0.0271393292802203,0.4987462146272086,0.1823844086906167,28.425227574662507,0.1,SCM,0.1,PS1,,0.0001987415826532,0.001346575353564
PS1SCM,43,0.8,0.0235102542802864,0.4991037203360364,0.1497890982569708,28.30117900348512,0.1,SCM,0.1,PS1,,0.0003236886250201,0.0013118835676793
PS1SCM,38,0.8,0.0245314804738599,0.498913454942504,0.1708062775724868,28.350708548841155,0.1,SCM,0.1,PS1,,0.0002346419804309,0.0013352863337009
PS1SCM,40,0.8,0.0254740886279981,0.4986837345055606,0.1895906585753557,28.44984344186888,0.1,SCM,0.1,PS1,,0.0001777142592965,0.0013116366693632
PS1SCM,28,0.8,0.0262204375662794,0.4979785520585639,0.1422427745979535,28.50738796292197,0.1,SCM,0.1,PS1,,0.0001457732328462,0.0013417682547048
PS1SCM,32,0.8,0.0256420340641789,0.49833609104089,0.1479005892840462,28.50876543702597,0.1,SCM,0.1,PS1,,0.0001535462623188,0.0013695221403186
PS1SCM,48,0.8,0.0246002676054853,0.4989940423096306,0.1209217137316418,28.418701471554325,0.1,SCM,0.1,PS1,,0.0002835264660488,0.0013479304427709
PS1SCM,45,0.8,0.0256048756913536,0.4991674170050635,0.1461191445607647,28.414293609541424,0.1,SCM,0.1,PS1,,0.0002684912817346,0.001321698786171
PS1SCM,35,0.8,0.0266572804391543,0.4985303014763474,0.1583826107541159,28.41903654995825,0.1,SCM,0.1,PS1,,0.0001905213135,0.0013178344854361
PS1SCM,42,0.8,0.025995561772646,0.4990822328382573,0.1472801178829383,28.401510234243528,0.1,SCM,0.1,PS1,,0.0004709164694438,0.0014088503268698
PS1SCM,46,0.8,0.0250614564344622,0.498877996456752,0.1658354623176453,28.33681090180163,0.1,SCM,0.1,PS1,,0.0002835888798755,0.0013802166273789
PS1SCM,44,0.8,0.0270441583586683,0.4984225127711771,0.1510528825104639,28.55774319605693,0.1,SCM,0.1,PS1,,0.0001332555958335,0.0013220799331099
PS1SCM,49,0.8,0.0257764748610363,0.4984274573432641,0.1457493120489512,28.49544209631652,0.1,SCM,0.1,PS1,,2.298768420104744e-07,0.0013772759002376
PS1SCM,50,0.8,0.0248648540083043,0.4989794169953923,0.1566200757423038,28.364857052130866,0.1,SCM,0.1,PS1,,0.0001978283798281,0.0013302621509214
PS1SCM,62,0.8,0.0257197927513666,0.4989879615484763,0.2202341808518247,28.45411814763748,0.1,SCM,0.1,PS1,,0.0002041834847891,0.0013377593324283
PS1SCM,52,0.8,0.0245522959674608,0.4990450998733048,0.1524398637685718,28.329294087161287,0.1,SCM,0.1,PS1,,0.0002973531400373,0.0013268770632555
PS1SCM,41,0.8,0.0267935388859107,0.4980157786447523,0.1872677318720257,28.590935668257497,0.1,SCM,0.1,PS1,,0.0001541472151322,0.0014089363269084
PS1SCM,63,0.8,0.0254941465782948,0.4988059587641314,0.1578967173558863,28.374158986653985,0.1,SCM,0.1,PS1,,0.0002792634281488,0.0013430248346287
PS1SCM,51,0.8,0.026716288287152,0.4981368669886591,0.150968230000495,28.54198404466571,0.1,SCM,0.1,PS1,,0.0,0.0013742142861743
PS1SCM,47,0.8,0.0259441534241874,0.4988355933417614,0.1730175661753324,28.45387688070037,0.1,SCM,0.1,PS1,,0.0001632890455466,0.0013532988712357
PS1SCM,53,0.8,0.0259165877114105,0.4982492428380033,0.1571191877405994,28.45671034035225,0.1,SCM,0.1,PS1,,0.0002840818286549,0.0013455578874057
PS1SCM,54,0.8,0.0245090815379145,0.4987441424853567,0.2119786246889451,28.398233665987483,0.1,SCM,0.1,PS1,,0.0001857603965284,0.0013143323121687
PS1SCM,60,0.8,0.0247260185024469,0.4989597412089225,0.1458200441591247,28.348947269218204,0.1,SCM,0.1,PS1,,0.0001962119271419,0.00129557752425
PS1SCM,57,0.8,0.0242858800267536,0.4990523676030881,0.1508716304182074,28.331891248420792,0.1,SCM,0.1,PS1,,0.0002147284036376,0.0013122044056197
PS1SCM,58,0.8,0.0238874778384548,0.4990803670574532,0.1735239731222959,28.32594923301927,0.1,SCM,0.1,PS1,,0.0002948918658199,0.0013349765201738
PS1SCM,61,0.8,0.0251542510749055,0.499104629536947,0.1465757456360734,28.41914802016881,0.1,SCM,0.1,PS1,,2.8949911004307897e-06,0.001313405280019
PS1SCM,64,0.8,0.0248834485010533,0.4988022650452403,0.1822405200848674,28.36268598321797,0.1,SCM,0.1,PS1,,0.0006128681582086,0.0013280444429253
PS1SCM,67,0.8,0.0243802014879128,0.4988430433005944,0.162005488407417,28.293386988368475,0.1,SCM,0.1,PS1,,0.0003228847504026,0.0013303065497654
PS1SCM,68,0.8,0.0244884646499448,0.4988612740455087,0.2452555339909502,28.35265032593877,0.1,SCM,0.1,PS1,,0.0002850714586671,0.0013334230439582
PS1SCM,65,0.8,0.0263757144722144,0.4984321248693724,0.193882369353319,28.45223251612541,0.1,SCM,0.1,PS1,,0.0001739688970904,0.001344292136559
PS1SCM,55,0.8,0.0269502871897999,0.4982737432538784,0.2091507571208254,28.58171520496478,0.1,SCM,0.1,PS1,,0.0001707473059241,0.0013698148223528
PS1SCM,59,0.8,0.0278299614547283,0.4985699139176924,0.1696922477190478,28.4744615713416,0.1,SCM,0.1,PS1,,0.0001818951659592,0.0013887465506363
PS1SCM,66,0.8,0.0268854035484775,0.496907668201114,0.1576017854148096,28.543845112559453,0.1,SCM,0.1,PS1,,7.704593697318974e-05,0.0014442787780362
PS1SCM,56,0.8,0.0284403171630579,0.4979193452198468,0.1635106215213932,28.61372861771388,0.1,SCM,0.1,PS1,,0.0001662540718016,0.0014407512220083
PS1SCM,76,0.8,0.0246253344644918,0.4988806560256754,0.1401045255239401,28.393477669751142,0.1,SCM,0.1,PS1,,0.0002689965327237,0.0013192730501389
PS1SCM,72,0.8,0.0239150991454396,0.4991316022134768,0.1878564919786463,28.3460689640036,0.1,SCM,0.1,PS1,,0.0002338313569264,0.0013323329698722
PS1SCM,71,0.8,0.0239355272936737,0.4990692398810068,0.1681395578444506,28.33569089914976,0.1,SCM,0.1,PS1,,0.0002454014072315,0.0013354771244781
PS1SCM,81,0.8,0.0252981863436238,0.4988095632441569,0.2130374662502344,28.4353230492048,0.1,SCM,0.1,PS1,,0.0001888047113668,0.0013219855734639
PS1SCM,73,0.8,0.0259449574104583,0.4987640768479787,0.1827385823138618,28.38149817142063,0.1,SCM,0.1,PS1,,0.0001961020210145,0.0013179704969054
PS1SCM,77,0.8,0.0245052310246194,0.4993365981353979,0.2048419966555342,28.39926577102797,0.1,SCM,0.1,PS1,,4.0353873054330224e-05,0.0013475043190499
PS1SCM,69,0.8,0.0259302234188415,0.4988283725162458,0.2041563046797282,28.37535403280973,0.1,SCM,0.1,PS1,,0.0002178124914929,0.0013460135689215
PS1SCM,75,0.8,0.0276239751229785,0.498528209900707,0.1664797134505687,28.4705868868597,0.1,SCM,0.1,PS1,,0.000222081134309,0.0014167960427706
PS1SCM,79,0.8,0.0269792669602289,0.498775054080413,0.1524437667030435,28.42441558310419,0.1,SCM,0.1,PS1,,0.0001533157462925,0.0013425833139993
PS1SCM,70,0.8,0.027001202157897,0.4981234219214176,0.2008721536462374,28.60092903065325,0.1,SCM,0.1,PS1,,0.0001704223568238,0.0014675779263551
PS1SCM,74,0.8,0.0261400745863365,0.4985893850036572,0.1529555087863827,28.469689028873127,0.1,SCM,0.1,PS1,,0.0001761245560484,0.0013669124580183
PS1SCM,80,0.8,0.0261949546383978,0.49849122050934,0.1726725018386143,28.40871782453933,0.1,SCM,0.1,PS1,,0.0001004142183305,0.001334339471316
PS1SCM,83,0.8,0.0258676136564592,0.4984099012159623,0.1907543618456323,28.526093046785203,0.1,SCM,0.1,PS1,,0.000174879595966,0.0013511357103059
PS1SCM,87,0.8,0.0235740828660035,0.4988667881036611,0.1675603203340963,28.345723162894068,0.1,SCM,0.1,PS1,,0.0002310106006311,0.0013409951233727
PS1SCM,90,0.8,0.0248993178942927,0.4989579965320511,0.1662799282163229,28.39091109344849,0.1,SCM,0.1,PS1,,0.0002291972375204,0.0013591234815623
PS1SCM,82,0.8,0.0287230284096044,0.4982464021739483,0.1196909511802089,28.540847363822262,0.1,SCM,0.1,PS1,,5.753024397559973e-06,0.0013851681397974
PS1SCM,93,0.8,0.024435723193033,0.4988503330546104,0.1671553312276156,28.29280356662056,0.1,SCM,0.1,PS1,,0.0002284767550752,0.0013262562525123
PS1SCM,86,0.8,0.0250329366883072,0.4988542928096157,0.1563718935089144,28.33463493285892,0.1,SCM,0.1,PS1,,0.0002141708650843,0.0013501094118839
PS1SCM,78,0.8,0.0272135905173183,0.5004857005947916,0.2033708830739496,28.50160958804893,0.1,SCM,0.1,PS1,,0.0008616107117844,0.0014091885325911
PS1SCM,88,0.8,0.0261443807351361,0.498751647663061,0.1375229470562945,28.441624910768823,0.1,SCM,0.1,PS1,,0.000304739292463,0.0013248777222081
PS1SCM,84,0.8,0.0259978946532017,0.498630065275265,0.1535153228522886,28.457656430085272,0.1,SCM,0.1,PS1,,0.0002206645104596,0.0013813983147733
PS1SCM,91,0.8,0.0280366100127712,0.4985350151333959,0.1827427792154593,28.5317061909275,0.1,SCM,0.1,PS1,,0.0001714545688503,0.0013852905356517
PS1SCM,96,0.8,0.0256639696150712,0.4984758670158177,0.1391850996883246,28.42485892325933,0.1,SCM,0.1,PS1,,0.0002113912417515,0.0013166912775153
PS1SCM,89,0.8,0.027210356990152,0.498666724236193,0.1618629794003268,28.483718049570307,0.1,SCM,0.1,PS1,,0.0001730780000843,0.0013440140675242
PS1SCM,98,0.8,0.0286082794183802,0.4979972010980046,0.181208264590445,28.60172329732485,0.1,SCM,0.1,PS1,,0.0001205264772351,0.001359931978728
PS1SCM,92,0.8,0.0250357960071826,0.498407775834108,0.1804650723268525,28.490224661474496,0.1,SCM,0.1,PS1,,0.0001649005430714,0.0013058441316341
PS1SCM,99,0.8,0.0243399404712545,0.4987695179384613,0.1589682620919479,28.39922315568645,0.1,SCM,0.1,PS1,,0.0002251546619395,0.0013476002633807
PS1SCM,94,0.8,0.0243982621517873,0.4989167329860545,0.1617371362560981,28.326098516511284,0.1,SCM,0.1,PS1,,0.0002692293780411,0.001346687198958
PS1SCM,97,0.8,0.0265612731242483,0.4987201441817095,0.1446465658207264,28.45465089911133,0.1,SCM,0.1,PS1,,0.0001655516869448,0.0013068235547301
PS1SCM,85,0.8,0.0275789642187631,0.4986180599619221,0.1418080316475639,28.525693296677964,0.1,SCM,0.1,PS1,,0.0001438866759025,0.0013316626252531
PS1SCM,95,0.8,0.028833506067707886,0.4982031385896326,0.14752659736133847,28.591877388034234,0.1,SCM,0.1,PS1,,0.0001942707056566541,0.0013976717641357359
